epoch,lr,train_loss,val_loss,train_acc,val_acc,train_time_taken,val_time_taken,val_conf_mat
385,4.9999999999999225e-06,0.1148,0.0773,95.87,97.28,31.03,1.69,"[2898, 8, 38, 6, 2916, 40, 128, 73, 4831]"
386,3.4549150281252538e-06,0.1118,0.0789,95.82,97.25,31.14,1.78,"[2901, 8, 35, 10, 2912, 40, 129, 75, 4828]"
387,2.0610737385376235e-06,0.1128,0.0819,95.9,96.77,31.04,1.76,"[2903, 8, 33, 6, 2905, 51, 164, 87, 4781]"
388,9.549150281252938e-07,0.1107,0.0788,95.96,97.25,31.23,1.73,"[2898, 9, 37, 8, 2914, 40, 128, 75, 4829]"
389,2.4471741852422466e-07,0.1104,0.0793,96.0,97.07,30.25,1.68,"[2899, 8, 37, 6, 2883, 73, 127, 65, 4840]"
390,0.0,0.1137,0.0797,95.77,97.09,32.01,1.8,"[2900, 9, 35, 6, 2905, 51, 128, 85, 4819]"
391,2.447174185242324e-07,0.1141,0.08,95.88,97.06,31.75,1.77,"[2899, 8, 37, 8, 2881, 73, 128, 64, 4840]"
392,9.549150281252485e-07,0.11,0.0806,95.92,97.23,30.23,1.78,"[2901, 8, 35, 8, 2914, 40, 133, 75, 4824]"
393,2.0610737385377108e-06,0.1112,0.0794,95.94,97.15,31.71,1.79,"[2903, 8, 33, 8, 2903, 51, 131, 77, 4824]"
394,3.454915028125338e-06,0.1107,0.0791,96.02,97.04,30.66,1.74,"[2902, 7, 35, 10, 2875, 77, 136, 55, 4841]"
395,5.000000000000217e-06,0.1143,0.0787,95.82,97.27,30.51,1.73,"[2907, 5, 32, 10, 2901, 51, 131, 66, 4835]"
396,6.545084971875029e-06,0.1134,0.0775,95.82,97.55,31.18,1.75,"[2900, 8, 36, 6, 2905, 51, 97, 66, 4869]"
397,7.938926261462664e-06,0.1092,0.0762,96.07,97.47,31.54,1.75,"[2898, 10, 36, 6, 2918, 38, 94, 88, 4850]"
398,9.045084971875142e-06,0.1131,0.0782,95.82,97.45,31.4,1.75,"[2899, 9, 36, 6, 2918, 38, 96, 90, 4846]"
399,9.755282581476175e-06,0.1111,0.0776,96.01,97.19,30.42,1.71,"[2898, 8, 38, 6, 2916, 40, 128, 83, 4821]"
400,1.0000000000000428e-05,0.112,0.0776,95.9,97.33,30.65,1.73,"[2902, 7, 35, 6, 2916, 40, 130, 70, 4832]"
401,9.755282581476213e-06,0.1138,0.0777,95.82,97.26,31.39,1.7,"[2904, 6, 34, 8, 2914, 40, 126, 82, 4824]"
402,9.04508497187513e-06,0.1124,0.077,95.93,97.5,31.57,1.77,"[2898, 8, 38, 6, 2918, 38, 94, 85, 4853]"
403,7.938926261462763e-06,0.1121,0.0779,95.84,97.36,31.88,1.75,"[2899, 8, 37, 10, 2899, 53, 97, 80, 4855]"
404,6.545084971875008e-06,0.1133,0.0765,95.86,97.55,31.15,1.83,"[2899, 9, 36, 6, 2916, 40, 97, 76, 4859]"
405,5.0000000000002655e-06,0.1123,0.0761,95.96,97.53,30.85,1.75,"[2901, 8, 35, 6, 2916, 40, 98, 79, 4855]"
406,3.454915028125452e-06,0.1111,0.0759,96.0,97.67,31.35,1.74,"[2901, 8, 35, 6, 2916, 40, 95, 66, 4871]"
407,2.0610737385376926e-06,0.1104,0.0786,96.02,97.08,31.06,1.72,"[2908, 3, 33, 10, 2879, 73, 140, 56, 4836]"
408,9.549150281253603e-07,0.1114,0.0798,95.86,96.83,31.07,1.74,"[2906, 8, 30, 6, 2916, 40, 171, 88, 4773]"
409,2.447174185242478e-07,0.1111,0.0774,95.96,97.31,31.28,1.72,"[2902, 7, 35, 6, 2916, 40, 125, 77, 4830]"
410,0.0,0.1135,0.078,95.86,97.26,31.88,1.76,"[2903, 6, 35, 6, 2916, 40, 127, 82, 4823]"
411,2.447174185242324e-07,0.1123,0.0773,95.94,97.41,30.79,1.67,"[2897, 11, 36, 6, 2916, 40, 98, 88, 4846]"
412,9.549150281252273e-07,0.1084,0.077,95.99,97.37,30.96,1.72,"[2900, 9, 35, 6, 2916, 40, 94, 99, 4839]"
413,2.06107373853765e-06,0.1088,0.0772,96.0,97.14,30.89,1.74,"[2906, 5, 33, 6, 2894, 62, 129, 74, 4829]"
414,3.4549150281252216e-06,0.1112,0.0756,95.96,97.35,30.43,1.73,"[2900, 5, 39, 6, 2916, 40, 130, 66, 4836]"
415,5.000000000000037e-06,0.1097,0.0778,95.99,97.61,31.09,1.74,"[2904, 7, 33, 6, 2916, 40, 99, 72, 4861]"
416,6.545084971874713e-06,0.1063,0.0785,96.12,97.54,30.99,1.76,"[2904, 5, 35, 6, 2918, 38, 94, 87, 4851]"
417,7.938926261462295e-06,0.1165,0.0771,95.76,97.59,31.6,1.66,"[2901, 7, 36, 6, 2905, 51, 93, 66, 4873]"
418,9.045084971874735e-06,0.1096,0.0764,96.04,97.51,30.29,1.75,"[2900, 6, 38, 6, 2916, 40, 85, 93, 4854]"
419,9.755282581475749e-06,0.1093,0.0779,96.07,97.31,30.54,1.74,"[2901, 5, 38, 8, 2914, 40, 126, 73, 4833]"
420,1.0000000000000003e-05,0.1103,0.0792,96.05,96.97,31.39,1.77,"[2904, 5, 35, 6, 2916, 40, 158, 84, 4790]"
421,9.755282581475786e-06,0.1108,0.0764,96.04,97.44,31.03,1.67,"[2903, 5, 36, 6, 2916, 40, 123, 66, 4843]"
422,9.045084971874725e-06,0.1122,0.0781,96.05,97.33,31.54,1.72,"[2904, 6, 34, 6, 2918, 38, 128, 76, 4828]"
423,7.938926261462397e-06,0.1099,0.0746,95.94,97.6,30.95,1.75,"[2900, 6, 38, 6, 2916, 40, 92, 76, 4864]"
424,6.545084971874696e-06,0.1097,0.0739,95.98,97.37,30.47,1.72,"[2898, 6, 40, 6, 2894, 62, 89, 81, 4862]"
425,5.000000000000018e-06,0.1102,0.0782,96.02,97.19,31.29,1.76,"[2906, 6, 32, 6, 2916, 40, 131, 88, 4813]"
426,3.4549150281253393e-06,0.1088,0.0761,96.12,97.3,30.63,1.67,"[2902, 6, 36, 8, 2901, 53, 124, 64, 4844]"
427,2.061073738537634e-06,0.1063,0.0796,96.11,97.22,31.34,1.76,"[2907, 5, 32, 6, 2916, 40, 134, 83, 4815]"
428,9.549150281252995e-07,0.1116,0.0759,95.89,97.48,31.35,1.75,"[2900, 6, 38, 6, 2892, 64, 91, 66, 4875]"
429,2.447174185242268e-07,0.1113,0.0789,95.97,96.97,31.72,1.68,"[2907, 5, 32, 8, 2916, 38, 166, 79, 4787]"
430,0.0,0.1066,0.0793,96.18,97.46,31.27,1.73,"[2907, 5, 32, 6, 2916, 40, 111, 80, 4841]"
431,2.447174185242324e-07,0.1091,0.0772,96.06,97.32,31.31,1.75,"[2904, 5, 35, 8, 2903, 51, 134, 56, 4842]"
432,9.54915028125204e-07,0.1107,0.0781,95.95,97.51,30.39,1.8,"[2902, 6, 36, 6, 2905, 51, 95, 74, 4863]"
433,2.0610737385375846e-06,0.1068,0.076,96.1,97.33,31.39,1.69,"[2900, 6, 38, 6, 2883, 73, 91, 74, 4867]"
434,3.4549150281250983e-06,0.1099,0.0768,95.91,97.38,31.56,1.76,"[2907, 5, 32, 8, 2914, 40, 129, 68, 4835]"
435,4.999999999999703e-06,0.1075,0.0751,96.1,97.68,31.26,1.72,"[2902, 5, 37, 6, 2914, 42, 93, 66, 4873]"
436,6.545084971874315e-06,0.1115,0.0781,96.0,96.95,30.44,1.71,"[2913, 6, 25, 6, 2918, 38, 162, 93, 4777]"
437,7.938926261461965e-06,0.1093,0.0806,96.04,96.85,31.05,1.71,"[2902, 5, 37, 8, 2881, 73, 164, 54, 4814]"
438,9.045084971874345e-06,0.1092,0.0749,96.0,97.18,31.66,1.75,"[2901, 5, 38, 8, 2886, 68, 162, 23, 4847]"
439,9.755282581475317e-06,0.1042,0.0747,96.22,97.71,31.32,1.73,"[2900, 6, 38, 6, 2916, 40, 92, 64, 4876]"
440,9.999999999999547e-06,0.1043,0.0756,96.17,97.69,30.55,1.77,"[2904, 5, 35, 6, 2916, 40, 96, 66, 4870]"
441,9.75528258147533e-06,0.1051,0.0756,96.2,97.59,31.19,1.81,"[2906, 6, 32, 6, 2916, 40, 92, 83, 4857]"
442,9.045084971874291e-06,0.1095,0.0757,96.02,97.37,30.96,1.82,"[2907, 5, 32, 8, 2912, 42, 140, 57, 4835]"
443,7.938926261462007e-06,0.1059,0.0767,96.09,97.13,30.25,1.8,"[2908, 5, 31, 6, 2916, 40, 161, 67, 4804]"
444,6.5450849718745006e-06,0.1072,0.074,96.19,97.36,31.26,1.72,"[2902, 6, 36, 6, 2916, 40, 123, 74, 4835]"
445,4.999999999999899e-06,0.1055,0.0736,96.1,97.61,31.41,1.72,"[2900, 5, 39, 6, 2905, 51, 125, 31, 4876]"
446,3.4549150281251496e-06,0.1084,0.0753,96.02,97.41,31.25,1.7,"[2905, 5, 34, 6, 2914, 42, 126, 66, 4840]"
447,2.0610737385376278e-06,0.1039,0.0765,96.2,97.04,31.85,1.74,"[2905, 5, 34, 8, 2903, 51, 158, 64, 4810]"
448,9.549150281252358e-07,0.1069,0.078,96.21,97.36,30.77,1.72,"[2906, 5, 33, 6, 2916, 40, 127, 74, 4831]"
449,2.4471741852420464e-07,0.1112,0.075,95.96,97.35,31.41,1.78,"[2904, 5, 35, 6, 2916, 40, 132, 68, 4832]"
450,0.0,0.1029,0.0757,96.36,97.38,31.02,1.73,"[2905, 5, 34, 8, 2912, 42, 130, 63, 4839]"
451,2.447174185242324e-07,0.105,0.0779,96.22,96.81,31.5,1.7,"[2907, 5, 32, 8, 2912, 42, 194, 64, 4774]"
452,9.549150281251835e-07,0.1066,0.076,96.21,96.77,31.72,1.76,"[2904, 6, 34, 6, 2916, 40, 191, 73, 4768]"
453,2.061073738537409e-06,0.1089,0.0758,95.98,97.07,31.77,1.68,"[2905, 5, 34, 6, 2916, 40, 158, 74, 4800]"
454,3.454915028124847e-06,0.1125,0.0765,95.95,97.08,31.59,1.77,"[2907, 5, 32, 6, 2916, 40, 159, 73, 4800]"
455,4.999999999999523e-06,0.1057,0.0759,96.15,97.12,31.29,1.71,"[2905, 5, 34, 6, 2914, 42, 159, 65, 4808]"
456,6.545084971874066e-06,0.1057,0.0742,96.12,97.05,31.19,1.72,"[2902, 5, 37, 8, 2916, 38, 160, 71, 4801]"
457,7.93892626146165e-06,0.1064,0.0787,96.11,97.05,30.19,1.76,"[2905, 5, 34, 6, 2914, 42, 159, 73, 4800]"
458,9.045084971873891e-06,0.1076,0.0779,96.07,97.36,31.31,1.65,"[2907, 5, 32, 6, 2903, 53, 135, 54, 4843]"
459,9.755282581474907e-06,0.1067,0.0768,96.12,97.38,31.07,1.76,"[2906, 5, 33, 8, 2914, 40, 140, 56, 4836]"
460,9.999999999999117e-06,0.1064,0.0741,96.13,97.38,30.15,1.73,"[2905, 5, 34, 6, 2914, 42, 130, 65, 4837]"
461,9.755282581474902e-06,0.1041,0.074,96.21,97.36,31.63,1.73,"[2900, 6, 38, 6, 2916, 40, 128, 67, 4837]"
462,9.045084971873966e-06,0.1081,0.0743,96.03,97.16,31.12,1.75,"[2904, 5, 35, 6, 2916, 40, 155, 66, 4811]"
463,7.938926261461753e-06,0.1084,0.0769,96.13,97.38,31.24,1.7,"[2907, 5, 32, 12, 2910, 40, 138, 55, 4839]"
464,6.545084971874186e-06,0.1048,0.0728,96.16,97.69,31.15,1.73,"[2902, 5, 37, 6, 2916, 40, 97, 63, 4872]"
465,4.99999999999965e-06,0.108,0.0743,96.07,97.4,30.68,1.68,"[2903, 6, 35, 6, 2916, 40, 126, 67, 4839]"
466,3.454915028124968e-06,0.1107,0.0789,95.93,96.97,31.4,1.74,"[2906, 6, 32, 6, 2916, 40, 161, 82, 4789]"
467,2.0610737385375113e-06,0.106,0.0764,96.15,97.36,31.27,1.71,"[2905, 5, 34, 6, 2916, 40, 127, 73, 4832]"
468,9.549150281251746e-07,0.1068,0.0728,96.09,97.69,31.08,1.75,"[2900, 6, 38, 6, 2916, 40, 92, 66, 4874]"
469,2.447174185242274e-07,0.1053,0.0777,96.16,97.04,30.59,1.69,"[2905, 5, 34, 8, 2914, 40, 160, 73, 4799]"
470,0.0,0.1042,0.0799,96.21,96.67,31.37,1.68,"[2907, 5, 32, 10, 2912, 40, 201, 73, 4758]"
471,2.447174185242324e-07,0.1026,0.0784,96.25,96.86,31.55,1.74,"[2908, 5, 31, 6, 2916, 40, 190, 68, 4774]"
472,9.549150281252495e-07,0.1059,0.0745,96.15,97.65,31.13,1.69,"[2906, 6, 32, 6, 2914, 42, 94, 73, 4865]"
473,2.0610737385377167e-06,0.1045,0.0748,96.21,97.41,31.75,1.7,"[2905, 5, 34, 8, 2912, 42, 134, 56, 4842]"
474,3.4549150281253495e-06,0.1065,0.0725,96.07,97.69,31.16,1.71,"[2903, 5, 36, 6, 2914, 42, 93, 66, 4873]"
475,5.000000000000237e-06,0.1062,0.0802,96.18,96.83,31.12,1.68,"[2909, 5, 30, 6, 2914, 42, 202, 58, 4772]"
476,6.5450849718749885e-06,0.1039,0.0761,96.21,97.27,31.13,1.75,"[2904, 5, 35, 8, 2903, 51, 137, 58, 4837]"
477,7.938926261462758e-06,0.1036,0.0753,96.18,97.35,31.15,1.79,"[2907, 5, 32, 6, 2916, 40, 126, 77, 4829]"
478,9.045084971875142e-06,0.1021,0.0753,96.33,97.27,30.88,1.77,"[2905, 6, 33, 6, 2916, 40, 124, 85, 4823]"
479,9.755282581476243e-06,0.1053,0.0746,96.15,97.64,31.3,1.76,"[2903, 5, 36, 6, 2916, 40, 94, 73, 4865]"
480,1.0000000000000475e-05,0.1034,0.0734,96.25,97.61,30.72,1.72,"[2902, 6, 36, 6, 2916, 40, 93, 76, 4863]"
481,9.75528258147626e-06,0.1042,0.0785,96.27,97.42,31.2,1.73,"[2911, 3, 30, 8, 2914, 40, 135, 62, 4835]"
482,9.045084971875175e-06,0.1061,0.0816,96.18,96.74,31.33,1.69,"[2909, 5, 30, 6, 2918, 38, 197, 76, 4759]"
483,7.938926261462805e-06,0.1043,0.0734,96.24,97.59,30.67,1.72,"[2904, 6, 34, 6, 2903, 53, 90, 70, 4872]"
484,6.545084971875044e-06,0.1035,0.0736,96.32,97.65,30.9,1.77,"[2906, 5, 33, 6, 2914, 42, 94, 73, 4865]"
485,5.000000000000296e-06,0.1033,0.077,96.12,97.07,31.38,1.74,"[2909, 5, 30, 6, 2916, 40, 173, 60, 4799]"
486,3.4549150281254062e-06,0.1057,0.075,96.12,97.35,30.67,1.66,"[2906, 5, 33, 6, 2914, 42, 136, 64, 4832]"
487,2.061073738537764e-06,0.1017,0.0775,96.26,97.07,31.52,1.75,"[2907, 5, 32, 6, 2916, 40, 169, 65, 4798]"
488,9.549150281252845e-07,0.1043,0.0754,96.25,97.47,30.56,1.75,"[2907, 5, 32, 6, 2916, 40, 126, 64, 4842]"
489,2.447174185242501e-07,0.1036,0.0727,96.22,97.4,31.02,1.79,"[2903, 7, 34, 6, 2916, 40, 126, 67, 4839]"
490,0.0,0.1025,0.0753,96.27,97.41,30.75,1.73,"[2905, 5, 34, 6, 2914, 42, 136, 56, 4840]"
491,2.447174185242324e-07,0.1037,0.0741,96.13,97.65,31.28,1.68,"[2905, 5, 34, 6, 2905, 51, 95, 62, 4875]"
492,9.54915028125229e-07,0.1033,0.075,96.17,97.29,31.22,1.78,"[2907, 5, 32, 6, 2916, 40, 135, 74, 4823]"
493,2.0610737385376557e-06,0.1026,0.0727,96.34,97.36,31.07,1.72,"[2900, 5, 39, 6, 2916, 40, 124, 71, 4837]"
494,3.454915028125234e-06,0.1015,0.0703,96.25,97.71,31.42,1.72,"[2902, 5, 37, 6, 2916, 40, 103, 55, 4874]"
495,5.000000000000056e-06,0.1043,0.0752,96.16,97.35,31.62,1.68,"[2907, 5, 32, 6, 2914, 42, 137, 63, 4832]"
496,6.54508497187474e-06,0.1004,0.0765,96.35,97.61,29.97,1.67,"[2907, 5, 32, 6, 2916, 40, 92, 82, 4858]"
497,7.938926261462444e-06,0.1052,0.0736,96.18,97.7,30.16,1.7,"[2906, 5, 33, 6, 2918, 38, 106, 59, 4867]"
498,9.045084971874774e-06,0.1004,0.0762,96.42,97.39,30.93,1.78,"[2907, 5, 32, 8, 2912, 42, 172, 22, 4838]"
499,9.755282581475793e-06,0.1002,0.0741,96.33,97.71,30.87,1.74,"[2906, 5, 33, 8, 2912, 42, 136, 22, 4874]"
500,1.0000000000000048e-05,0.1022,0.0751,96.31,97.1,31.16,1.7,"[2905, 5, 34, 6, 2916, 40, 166, 62, 4804]"
501,9.755282581475833e-06,0.1026,0.0715,96.22,97.65,30.83,1.79,"[2899, 5, 40, 8, 2910, 44, 127, 29, 4876]"
502,9.045084971874767e-06,0.1016,0.0757,96.34,97.17,31.02,1.73,"[2907, 3, 34, 6, 2914, 42, 160, 61, 4811]"
503,7.938926261462436e-06,0.1026,0.0753,96.35,97.57,31.9,1.7,"[2903, 5, 36, 6, 2903, 53, 93, 69, 4870]"
504,6.54508497187473e-06,0.1009,0.0742,96.32,97.78,31.56,1.73,"[2906, 5, 33, 6, 2916, 40, 93, 61, 4878]"
505,5.000000000000045e-06,0.1031,0.0741,96.18,97.96,31.05,1.73,"[2903, 5, 36, 10, 2912, 40, 106, 21, 4905]"
506,3.4549150281252237e-06,0.1028,0.0738,96.29,97.74,30.85,1.75,"[2906, 5, 33, 6, 2914, 42, 104, 53, 4875]"
507,2.061073738537647e-06,0.1035,0.0767,96.28,97.62,30.63,1.81,"[2906, 5, 33, 6, 2916, 40, 99, 73, 4860]"
508,9.549150281253065e-07,0.1001,0.0761,96.38,97.43,31.01,1.75,"[2906, 5, 33, 6, 2916, 40, 137, 56, 4839]"
509,2.447174185242729e-07,0.1003,0.0746,96.29,97.48,31.13,1.71,"[2906, 5, 33, 6, 2916, 40, 125, 62, 4845]"
510,0.0,0.0997,0.0735,96.44,97.64,31.14,1.72,"[2904, 5, 35, 6, 2914, 42, 94, 72, 4866]"
511,2.447174185242324e-07,0.1002,0.0741,96.25,97.72,30.77,1.72,"[2905, 5, 34, 6, 2914, 42, 104, 54, 4874]"
512,9.54915028125379e-07,0.101,0.0751,96.29,97.76,30.16,1.67,"[2907, 5, 32, 6, 2914, 42, 94, 62, 4876]"
513,2.061073738537964e-06,0.1026,0.0758,96.33,97.17,31.58,1.68,"[2906, 5, 33, 6, 2916, 40, 168, 53, 4811]"
514,3.454915028125737e-06,0.1014,0.0767,96.27,97.05,31.27,1.66,"[2907, 5, 32, 6, 2916, 40, 161, 75, 4796]"
515,5.000000000000771e-06,0.1038,0.0773,96.17,97.28,31.32,1.74,"[2907, 5, 32, 6, 2914, 42, 137, 71, 4824]"
516,6.545084971875663e-06,0.1029,0.0759,96.29,97.44,31.4,1.74,"[2909, 5, 30, 6, 2916, 40, 136, 59, 4837]"
517,7.938926261463435e-06,0.0997,0.0744,96.27,97.62,31.4,1.75,"[2906, 5, 33, 6, 2916, 40, 103, 69, 4860]"
518,9.04508497187594e-06,0.1028,0.073,96.3,97.27,32.02,1.72,"[2901, 7, 36, 6, 2916, 40, 124, 81, 4827]"
519,9.755282581477128e-06,0.1022,0.0749,96.24,97.35,31.53,1.76,"[2907, 5, 32, 6, 2918, 38, 133, 72, 4827]"
520,1.0000000000001409e-05,0.1012,0.0733,96.34,97.37,31.57,1.79,"[2903, 7, 34, 6, 2914, 42, 123, 72, 4837]"
521,9.75528258147715e-06,0.1017,0.0707,96.25,97.38,31.9,1.75,"[2905, 3, 36, 6, 2912, 44, 134, 59, 4839]"
522,9.045084971876061e-06,0.1012,0.0787,96.34,97.02,31.92,1.75,"[2907, 5, 32, 6, 2914, 42, 168, 69, 4795]"
523,7.938926261463488e-06,0.0989,0.0752,96.36,97.29,31.68,1.75,"[2908, 6, 30, 6, 2920, 36, 125, 89, 4818]"
524,6.545084971875587e-06,0.1025,0.0733,96.23,97.54,31.88,1.73,"[2906, 5, 33, 6, 2903, 53, 90, 78, 4864]"
525,5.000000000000692e-06,0.0989,0.0711,96.48,97.76,30.82,1.72,"[2904, 5, 35, 6, 2914, 42, 92, 61, 4879]"
526,3.4549150281257967e-06,0.101,0.0703,96.33,97.65,30.22,1.71,"[2901, 5, 38, 6, 2912, 44, 91, 69, 4872]"
527,2.0610737385380153e-06,0.1005,0.0788,96.36,96.75,31.31,1.78,"[2911, 5, 28, 6, 2914, 42, 204, 65, 4763]"
528,9.54915028125416e-07,0.1016,0.0738,96.33,97.27,30.65,1.74,"[2901, 5, 38, 6, 2905, 51, 134, 60, 4838]"
529,2.4471741852429565e-07,0.1014,0.0718,96.35,98.04,30.78,1.72,"[2902, 5, 37, 6, 2914, 42, 90, 30, 4912]"
530,0.0,0.0992,0.0717,96.48,97.72,31.18,1.74,"[2900, 5, 39, 6, 2914, 42, 92, 61, 4879]"
531,2.447174185242324e-07,0.1007,0.0736,96.4,97.73,31.72,1.82,"[2905, 5, 34, 6, 2914, 42, 135, 22, 4875]"
532,9.549150281253577e-07,0.0982,0.0738,96.33,97.45,30.87,1.67,"[2907, 5, 32, 6, 2914, 42, 126, 64, 4842]"
533,2.0610737385377883e-06,0.0986,0.0747,96.42,97.33,31.35,1.66,"[2904, 5, 35, 8, 2899, 55, 164, 21, 4847]"
534,3.4549150281256205e-06,0.1007,0.0743,96.38,97.42,31.06,1.78,"[2909, 5, 30, 6, 2916, 40, 134, 63, 4835]"
535,5.000000000000448e-06,0.0996,0.0731,96.47,97.72,30.71,1.78,"[2906, 5, 33, 6, 2916, 40, 100, 61, 4871]"
536,6.545084971875279e-06,0.0991,0.072,96.39,97.28,30.92,1.73,"[2904, 5, 35, 6, 2916, 40, 126, 81, 4825]"
537,7.938926261463124e-06,0.0976,0.0745,96.4,97.22,30.79,1.7,"[2908, 5, 31, 6, 2918, 38, 140, 79, 4813]"
538,9.04508497187557e-06,0.1044,0.0761,96.24,96.83,30.31,1.78,"[2910, 4, 30, 6, 2905, 51, 197, 54, 4781]"
539,9.75528258147672e-06,0.0997,0.0723,96.47,97.65,31.64,1.72,"[2905, 5, 34, 6, 2901, 55, 124, 29, 4879]"
540,1.0000000000000977e-05,0.0976,0.0769,96.53,97.09,31.62,1.71,"[2905, 5, 34, 6, 2914, 42, 164, 63, 4805]"
541,9.755282581476716e-06,0.098,0.0702,96.42,97.36,31.6,1.73,"[2904, 5, 35, 6, 2914, 42, 125, 72, 4835]"
542,9.04508497187565e-06,0.1023,0.0728,96.35,97.61,31.46,1.71,"[2906, 5, 33, 6, 2912, 44, 104, 65, 4863]"
543,7.938926261463117e-06,0.0962,0.0742,96.48,97.44,31.57,1.75,"[2905, 5, 34, 6, 2894, 62, 128, 40, 4864]"
544,6.545084971875406e-06,0.0978,0.0744,96.48,97.1,30.52,1.73,"[2907, 5, 32, 6, 2918, 38, 157, 74, 4801]"
545,5.000000000000583e-06,0.1016,0.0742,96.24,97.41,30.04,1.71,"[2907, 5, 32, 6, 2916, 40, 129, 66, 4837]"
546,3.4549150281256146e-06,0.0986,0.0751,96.45,96.77,31.12,1.69,"[2905, 5, 34, 6, 2916, 40, 198, 65, 4769]"
547,2.0610737385378984e-06,0.0976,0.0739,96.47,97.36,31.61,1.71,"[2906, 5, 33, 6, 2916, 40, 135, 66, 4831]"
548,9.549150281253546e-07,0.0977,0.0763,96.49,96.82,31.48,1.72,"[2907, 5, 32, 6, 2914, 42, 196, 63, 4773]"
549,2.4471741852427447e-07,0.0983,0.0744,96.46,97.38,30.71,1.67,"[2908, 5, 31, 6, 2914, 42, 134, 63, 4835]"
550,0.0,0.0994,0.0732,96.37,97.36,30.17,1.76,"[2902, 5, 37, 6, 2914, 42, 133, 62, 4837]"
551,2.447174185242324e-07,0.1004,0.0756,96.39,97.38,31.54,1.65,"[2908, 5, 31, 6, 2914, 42, 164, 34, 4834]"
552,9.549150281253372e-07,0.0993,0.073,96.44,97.41,31.06,1.73,"[2905, 5, 34, 6, 2916, 40, 123, 71, 4838]"
553,2.0610737385377273e-06,0.0983,0.0767,96.44,96.77,31.06,1.7,"[2909, 5, 30, 8, 2912, 42, 200, 63, 4769]"
554,3.4549150281253694e-06,0.0966,0.0723,96.44,97.11,30.99,1.73,"[2906, 5, 33, 6, 2892, 64, 125, 79, 4828]"
555,5.000000000000266e-06,0.0988,0.0737,96.49,96.97,31.59,1.81,"[2901, 5, 38, 6, 2903, 53, 156, 69, 4807]"
556,6.545084971875029e-06,0.0991,0.0743,96.44,97.03,31.24,1.74,"[2905, 5, 34, 6, 2916, 40, 164, 72, 4796]"
557,7.938926261462808e-06,0.098,0.0779,96.37,96.69,31.27,1.66,"[2911, 5, 28, 8, 2910, 44, 206, 65, 4761]"
558,9.0450849718752e-06,0.0996,0.0731,96.42,97.32,31.68,1.64,"[2901, 5, 38, 8, 2910, 44, 166, 27, 4839]"
559,9.75528258147631e-06,0.0989,0.0741,96.43,97.01,31.2,1.77,"[2904, 5, 35, 8, 2912, 42, 169, 63, 4800]"
560,1.0000000000000546e-05,0.0925,0.0759,96.59,96.99,31.27,1.68,"[2906, 5, 33, 6, 2912, 44, 165, 71, 4796]"
561,9.755282581476287e-06,0.0978,0.0756,96.42,97.21,30.73,1.71,"[2906, 6, 32, 6, 2899, 57, 133, 67, 4832]"
562,9.045084971875242e-06,0.0969,0.0739,96.44,97.35,30.78,1.76,"[2907, 3, 34, 6, 2899, 57, 166, 19, 4847]"
563,7.938926261462864e-06,0.0943,0.0739,96.57,97.1,30.54,1.79,"[2907, 5, 32, 6, 2918, 38, 165, 66, 4801]"
564,6.54508497187523e-06,0.1019,0.0725,96.33,97.36,31.15,1.7,"[2906, 5, 33, 6, 2912, 44, 135, 60, 4837]"
565,5.000000000000335e-06,0.0974,0.0708,96.46,97.66,31.5,1.68,"[2907, 5, 32, 6, 2912, 44, 104, 59, 4869]"
566,3.454915028125434e-06,0.0951,0.0709,96.57,97.46,31.62,1.65,"[2906, 5, 33, 6, 2918, 38, 134, 56, 4842]"
567,2.0610737385377824e-06,0.0951,0.0693,96.48,98.03,30.98,1.74,"[2905, 5, 34, 6, 2914, 42, 92, 32, 4908]"
568,9.549150281252938e-07,0.1014,0.0687,96.31,97.99,31.14,1.75,"[2902, 5, 37, 6, 2910, 46, 91, 30, 4911]"
569,2.4471741852425345e-07,0.0994,0.07,96.43,97.48,31.21,1.66,"[2904, 6, 34, 6, 2916, 40, 122, 63, 4847]"
570,0.0,0.0947,0.0736,96.45,97.18,30.86,1.75,"[2907, 5, 32, 6, 2916, 40, 165, 55, 4812]"
571,2.447174185242324e-07,0.0937,0.0706,96.59,97.78,30.85,1.74,"[2905, 5, 34, 6, 2916, 40, 92, 61, 4879]"
572,9.549150281252326e-07,0.0969,0.072,96.46,97.35,31.06,1.69,"[2906, 5, 33, 6, 2914, 42, 135, 63, 4834]"
573,2.0610737385375507e-06,0.099,0.0724,96.34,97.75,30.3,1.69,"[2905, 5, 34, 6, 2916, 40, 103, 54, 4875]"
574,3.454915028125252e-06,0.096,0.0711,96.59,97.4,31.4,1.74,"[2906, 5, 33, 6, 2916, 40, 124, 71, 4837]"
575,4.999999999999942e-06,0.0982,0.0723,96.37,97.4,31.73,1.68,"[2906, 5, 33, 6, 2916, 40, 127, 68, 4837]"
576,6.5450849718747775e-06,0.0979,0.0745,96.44,97.29,30.98,1.87,"[2906, 5, 33, 6, 2916, 40, 126, 81, 4825]"
577,7.938926261462492e-06,0.0967,0.0736,96.35,97.39,31.0,1.77,"[2906, 5, 33, 6, 2916, 40, 136, 60, 4836]"
578,9.045084971874828e-06,0.0983,0.0742,96.46,97.04,31.0,1.68,"[2908, 5, 31, 6, 2916, 40, 166, 71, 4795]"
