epoch,lr,train_loss,val_loss,train_acc,val_acc,train_time_taken,val_time_taken,val_conf_mat
773,2.0610737385374435e-06,0.0846,0.0764,96.97,97.35,31.4,1.69,"[2908, 5, 31, 6, 2916, 40, 166, 37, 4829]"
774,3.454915028125049e-06,0.0849,0.0776,96.92,97.03,31.39,1.71,"[2907, 4, 33, 6, 2916, 40, 167, 70, 4795]"
775,4.999999999999627e-06,0.0864,0.0792,96.91,97.18,30.56,1.75,"[2910, 5, 29, 6, 2931, 25, 159, 79, 4794]"
776,6.545084971874209e-06,0.086,0.0756,96.8,97.02,31.15,1.79,"[2909, 4, 31, 6, 2914, 42, 169, 69, 4794]"
777,7.938926261461717e-06,0.0878,0.0829,96.77,97.04,31.74,1.68,"[2914, 2, 28, 6, 2918, 38, 181, 64, 4787]"
778,9.045084971874191e-06,0.0871,0.0749,96.68,97.31,30.84,1.69,"[2910, 4, 30, 6, 2916, 40, 139, 70, 4823]"
779,9.755282581475147e-06,0.0827,0.0795,96.98,97.23,30.74,1.8,"[2907, 4, 33, 6, 2920, 36, 148, 71, 4813]"
780,9.999999999999369e-06,0.0857,0.0729,96.84,97.4,31.21,1.71,"[2907, 4, 33, 6, 2918, 38, 118, 80, 4834]"
781,9.755282581475152e-06,0.0862,0.0706,96.91,97.77,31.58,1.76,"[2902, 7, 35, 6, 2927, 29, 115, 46, 4871]"
782,9.045084971874203e-06,0.084,0.0697,96.95,97.82,31.48,1.74,"[2910, 4, 30, 6, 2929, 27, 135, 31, 4866]"
783,7.938926261461968e-06,0.0869,0.0724,96.95,97.42,31.35,1.69,"[2907, 4, 33, 6, 2918, 38, 165, 31, 4836]"
784,6.545084971874506e-06,0.0845,0.0746,96.96,97.45,30.99,1.67,"[2910, 3, 31, 6, 2921, 35, 168, 31, 4833]"
785,4.999999999999653e-06,0.0876,0.0758,96.9,97.14,30.03,1.75,"[2910, 4, 30, 6, 2927, 29, 168, 71, 4793]"
786,3.4549150281250738e-06,0.0852,0.076,96.81,97.55,31.26,1.81,"[2909, 5, 30, 6, 2929, 27, 117, 77, 4838]"
787,2.0610737385375795e-06,0.0835,0.0745,97.0,97.37,30.21,1.73,"[2910, 4, 30, 6, 2910, 46, 166, 30, 4836]"
788,9.549150281252936e-07,0.0828,0.0713,96.89,97.64,31.32,1.75,"[2907, 2, 35, 6, 2908, 48, 132, 29, 4871]"
789,2.4471741852419586e-07,0.0863,0.075,96.89,97.04,30.73,1.78,"[2909, 4, 31, 6, 2918, 38, 169, 71, 4792]"
790,0.0,0.0857,0.0745,96.91,97.36,30.67,1.74,"[2910, 2, 32, 6, 2910, 46, 167, 30, 4835]"
791,2.447174185242324e-07,0.0838,0.0749,97.06,97.34,30.97,1.75,"[2907, 4, 33, 6, 2921, 35, 177, 31, 4824]"
792,9.549150281253455e-07,0.0835,0.0762,96.89,97.11,30.24,1.68,"[2908, 4, 32, 6, 2927, 29, 169, 71, 4792]"
793,2.061073738537752e-06,0.0832,0.0754,97.02,97.21,30.92,1.72,"[2911, 4, 29, 6, 2927, 29, 170, 62, 4800]"
794,3.4549150281254172e-06,0.0838,0.0766,96.94,97.17,31.62,1.75,"[2913, 4, 27, 6, 2929, 27, 168, 72, 4792]"
795,5.0000000000001995e-06,0.0858,0.0802,96.91,97.19,31.72,1.8,"[2916, 4, 24, 6, 2931, 25, 179, 64, 4789]"
796,6.54508497187527e-06,0.0847,0.077,96.9,97.07,32.6,1.76,"[2913, 2, 29, 6, 2918, 38, 170, 70, 4792]"
797,7.93892626146294e-06,0.0849,0.0788,96.87,97.15,30.83,1.76,"[2911, 4, 29, 6, 2931, 25, 161, 82, 4789]"
798,9.045084971875357e-06,0.0816,0.0775,97.02,97.15,31.9,1.73,"[2912, 4, 28, 6, 2931, 25, 168, 76, 4788]"
799,9.75528258147644e-06,0.086,0.0801,96.87,97.5,31.33,1.76,"[2914, 3, 27, 6, 2929, 27, 126, 79, 4827]"
800,1.000000000000073e-05,0.0841,0.0727,96.95,97.41,31.19,1.71,"[2905, 5, 34, 6, 2927, 29, 135, 69, 4828]"
801,9.755282581476513e-06,0.0857,0.0777,96.92,97.33,31.31,1.74,"[2912, 2, 30, 6, 2914, 42, 177, 30, 4825]"
802,9.045084971875499e-06,0.0863,0.0773,96.86,97.19,31.22,1.75,"[2908, 4, 32, 6, 2931, 25, 166, 69, 4797]"
803,7.938926261462907e-06,0.0849,0.0742,96.98,97.47,31.45,1.69,"[2907, 5, 32, 6, 2925, 31, 120, 77, 4835]"
804,6.545084971875229e-06,0.0843,0.0765,97.0,97.49,31.14,1.78,"[2911, 2, 31, 6, 2931, 25, 136, 69, 4827]"
805,5.000000000000441e-06,0.0854,0.0749,96.85,97.48,31.27,1.88,"[2911, 2, 31, 6, 2929, 27, 135, 69, 4828]"
806,3.454915028125647e-06,0.0836,0.0763,97.0,97.3,30.96,1.89,"[2907, 4, 33, 6, 2921, 35, 175, 37, 4820]"
807,2.061073738537717e-06,0.0826,0.077,97.06,97.49,30.94,1.76,"[2911, 3, 30, 6, 2929, 27, 139, 64, 4829]"
808,9.549150281253198e-07,0.0862,0.0765,96.9,97.54,30.49,1.69,"[2912, 2, 30, 6, 2927, 29, 137, 60, 4835]"
809,2.4471741852426245e-07,0.0835,0.0751,97.02,97.74,31.27,1.66,"[2911, 2, 31, 6, 2921, 35, 137, 30, 4865]"
810,0.0,0.0809,0.077,97.09,97.35,31.56,1.75,"[2904, 9, 31, 6, 2931, 25, 129, 84, 4819]"
811,2.447174185242324e-07,0.0832,0.0756,96.97,97.45,31.21,1.67,"[2908, 5, 31, 6, 2929, 27, 134, 70, 4828]"
812,9.54915028125241e-07,0.0852,0.0777,96.93,97.27,30.12,1.69,"[2915, 2, 27, 6, 2929, 27, 169, 62, 4801]"
813,2.061073738537576e-06,0.0871,0.077,96.84,97.46,31.74,1.77,"[2914, 2, 28, 6, 2927, 29, 178, 29, 4825]"
814,3.4549150281254363e-06,0.0808,0.075,97.05,97.45,31.55,1.72,"[2909, 5, 30, 6, 2931, 25, 129, 78, 4825]"
815,5.000000000000018e-06,0.0828,0.0763,96.97,97.61,32.25,1.68,"[2908, 4, 32, 6, 2925, 31, 136, 47, 4849]"
816,6.545084971874748e-06,0.0855,0.0827,96.9,97.19,30.93,1.77,"[2917, 2, 25, 6, 2933, 23, 174, 72, 4786]"
817,7.938926261462395e-06,0.0848,0.0772,96.99,97.5,31.03,1.75,"[2913, 3, 28, 6, 2929, 27, 135, 69, 4828]"
818,9.045084971874986e-06,0.0845,0.0848,96.96,97.14,31.24,1.77,"[2916, 2, 26, 6, 2931, 25, 179, 70, 4783]"
819,9.755282581476028e-06,0.0855,0.0837,96.98,97.15,31.97,1.74,"[2913, 3, 28, 6, 2931, 25, 166, 79, 4787]"
820,1.0000000000000296e-05,0.0833,0.0748,97.0,97.13,31.3,1.75,"[2908, 4, 32, 6, 2925, 31, 166, 70, 4796]"
821,9.755282581476123e-06,0.085,0.0774,96.87,97.16,32.35,1.75,"[2911, 4, 29, 6, 2927, 29, 167, 70, 4795]"
822,9.045084971875003e-06,0.085,0.0781,96.92,97.12,32.08,1.74,"[2912, 1, 31, 8, 2919, 35, 168, 67, 4797]"
823,7.938926261462647e-06,0.0815,0.0773,97.04,97.42,31.43,1.77,"[2912, 4, 28, 6, 2927, 29, 141, 69, 4822]"
824,6.545084971875046e-06,0.0822,0.0815,97.01,97.16,31.56,1.77,"[2910, 5, 29, 6, 2933, 23, 159, 83, 4790]"
825,5.000000000000047e-06,0.0834,0.0774,96.92,97.17,31.69,1.71,"[2909, 4, 31, 6, 2931, 25, 168, 70, 4794]"
826,3.454915028125328e-06,0.0845,0.077,96.98,97.16,30.44,1.71,"[2906, 5, 33, 6, 2933, 23, 159, 79, 4794]"
827,2.0610737385377146e-06,0.0832,0.0763,97.0,97.44,31.61,1.74,"[2913, 1, 30, 6, 2925, 31, 178, 29, 4825]"
828,9.54915028125342e-07,0.0839,0.0805,97.04,97.15,31.33,1.77,"[2917, 2, 25, 6, 2927, 29, 183, 61, 4788]"
829,2.447174185241974e-07,0.0843,0.0767,97.01,97.43,30.43,1.76,"[2910, 2, 32, 6, 2927, 29, 138, 69, 4825]"
830,0.0,0.0824,0.0754,96.86,97.41,31.47,1.76,"[2905, 6, 33, 6, 2929, 27, 135, 71, 4826]"
831,2.447174185242324e-07,0.0815,0.076,97.11,97.45,31.95,1.75,"[2910, 5, 29, 6, 2927, 29, 127, 78, 4827]"
832,9.549150281252199e-07,0.0815,0.0757,97.01,97.45,31.92,1.77,"[2909, 4, 31, 6, 2927, 29, 134, 70, 4828]"
833,2.0610737385375147e-06,0.0851,0.0769,96.95,97.4,31.5,1.78,"[2908, 4, 32, 6, 2925, 31, 136, 70, 4826]"
834,3.454915028125049e-06,0.0813,0.0782,97.08,97.15,30.33,1.7,"[2911, 2, 31, 6, 2927, 29, 178, 61, 4793]"
835,4.999999999999695e-06,0.0812,0.078,97.08,97.16,31.34,1.66,"[2910, 4, 30, 6, 2931, 25, 169, 71, 4792]"
836,6.545084971874633e-06,0.0817,0.076,97.05,97.15,31.51,1.83,"[2912, 4, 28, 6, 2927, 29, 161, 78, 4793]"
837,7.938926261462193e-06,0.0826,0.0784,96.98,97.47,31.0,1.78,"[2916, 2, 26, 6, 2929, 27, 140, 70, 4822]"
838,9.04508497187453e-06,0.0858,0.0769,96.91,97.84,31.32,1.79,"[2915, 2, 27, 6, 2929, 27, 137, 31, 4864]"
839,9.755282581475572e-06,0.0837,0.081,96.9,97.17,31.35,1.78,"[2915, 2, 27, 6, 2931, 25, 173, 71, 4788]"
840,9.999999999999864e-06,0.0828,0.0743,97.1,97.41,31.55,1.77,"[2909, 5, 30, 6, 2925, 31, 136, 70, 4826]"
841,9.755282581475649e-06,0.0822,0.074,97.05,97.44,31.49,1.75,"[2914, 4, 26, 8, 2923, 31, 145, 61, 4826]"
842,9.045084971874676e-06,0.0841,0.0733,96.94,97.54,30.82,1.72,"[2911, 4, 29, 6, 2929, 27, 128, 70, 4834]"
843,7.938926261462163e-06,0.0826,0.0728,97.05,97.44,31.77,1.72,"[2911, 2, 31, 6, 2927, 29, 145, 62, 4825]"
844,6.5450849718745954e-06,0.0849,0.0787,96.93,97.43,31.9,1.71,"[2913, 6, 25, 6, 2931, 25, 148, 66, 4818]"
845,4.999999999999939e-06,0.0821,0.0809,97.09,97.43,31.97,1.75,"[2918, 1, 25, 6, 2925, 31, 183, 30, 4819]"
846,3.454915028125282e-06,0.083,0.0744,97.03,97.44,30.89,1.78,"[2914, 2, 28, 6, 2925, 31, 177, 31, 4824]"
847,2.061073738537483e-06,0.083,0.074,97.07,97.49,31.61,1.74,"[2911, 3, 30, 6, 2929, 27, 125, 78, 4829]"
848,9.54915028125197e-07,0.079,0.0747,97.19,97.45,30.52,1.72,"[2911, 4, 29, 6, 2931, 25, 138, 71, 4823]"
849,2.447174185242201e-07,0.0823,0.0744,96.93,97.15,31.67,1.8,"[2909, 4, 31, 6, 2929, 27, 176, 63, 4793]"
850,0.0,0.0846,0.075,97.08,97.66,30.58,1.7,"[2908, 7, 29, 6, 2929, 27, 143, 38, 4851]"
851,2.447174185242324e-07,0.0827,0.076,97.01,97.39,31.18,1.68,"[2911, 4, 29, 6, 2927, 29, 131, 81, 4820]"
852,9.549150281252866e-07,0.0813,0.0751,97.07,97.44,30.99,1.8,"[2908, 6, 30, 6, 2929, 27, 136, 70, 4826]"
853,2.0610737385377082e-06,0.0813,0.0755,97.08,97.45,31.89,1.74,"[2909, 4, 31, 6, 2931, 25, 138, 70, 4824]"
854,3.4549150281256874e-06,0.0837,0.0771,97.0,97.46,31.44,1.72,"[2913, 2, 29, 6, 2927, 29, 136, 70, 4826]"
855,5.000000000000552e-06,0.0836,0.0744,96.97,97.45,31.73,1.77,"[2911, 4, 29, 6, 2929, 27, 136, 71, 4825]"
856,6.545084971875422e-06,0.0852,0.0803,96.98,97.09,30.86,1.73,"[2914, 2, 28, 6, 2927, 29, 178, 70, 4784]"
857,7.93892626146319e-06,0.0827,0.0753,97.02,97.46,30.17,1.74,"[2910, 2, 32, 6, 2925, 31, 140, 61, 4831]"
858,9.045084971875868e-06,0.0859,0.0741,96.84,97.74,31.41,1.63,"[2912, 4, 28, 8, 2923, 31, 139, 31, 4862]"
859,9.755282581476956e-06,0.0845,0.0714,96.84,97.73,30.83,1.75,"[2908, 4, 32, 6, 2923, 33, 138, 30, 4864]"
860,1.0000000000001226e-05,0.0835,0.0802,96.96,97.16,31.37,1.73,"[2916, 2, 26, 8, 2929, 25, 182, 61, 4789]"
861,9.75528258147701e-06,0.0806,0.0714,97.07,97.79,31.3,1.75,"[2909, 5, 30, 6, 2927, 29, 127, 39, 4866]"
862,9.045084971875804e-06,0.0797,0.0788,97.17,97.44,30.47,1.73,"[2912, 5, 27, 6, 2931, 25, 140, 72, 4820]"
863,7.938926261463332e-06,0.0829,0.0775,97.01,97.72,31.54,1.83,"[2914, 2, 28, 8, 2925, 29, 147, 30, 4855]"
864,6.54508497187559e-06,0.0821,0.074,97.15,97.68,31.72,1.76,"[2911, 2, 31, 6, 2923, 33, 138, 38, 4856]"
865,5.000000000000443e-06,0.0831,0.073,97.03,97.49,30.65,1.73,"[2911, 4, 29, 6, 2929, 27, 133, 70, 4829]"
866,3.4549150281255845e-06,0.0813,0.0714,97.0,97.84,30.47,1.66,"[2913, 2, 29, 6, 2925, 31, 133, 29, 4870]"
867,2.0610737385378505e-06,0.0806,0.0732,97.18,97.45,30.8,1.72,"[2906, 7, 31, 6, 2929, 27, 125, 77, 4830]"
868,9.549150281253901e-07,0.0818,0.0797,97.01,97.18,30.54,1.67,"[2914, 2, 28, 6, 2931, 25, 171, 71, 4790]"
869,2.4471741852428675e-07,0.0831,0.0762,96.99,97.45,31.78,1.65,"[2912, 3, 29, 6, 2929, 27, 130, 78, 4824]"
870,0.0,0.0819,0.0747,97.04,97.76,31.38,1.73,"[2908, 7, 29, 6, 2931, 25, 125, 47, 4860]"
871,2.447174185242324e-07,0.0817,0.0747,97.1,97.48,30.8,1.71,"[2910, 5, 29, 6, 2931, 25, 126, 79, 4827]"
872,9.549150281253533e-07,0.0817,0.0756,96.88,97.44,30.81,1.71,"[2908, 4, 32, 6, 2931, 25, 138, 70, 4824]"
873,2.0610737385381313e-06,0.0787,0.0749,97.18,97.45,31.52,1.74,"[2911, 4, 29, 6, 2927, 29, 136, 70, 4826]"
874,3.454915028126055e-06,0.0781,0.0796,97.18,97.46,31.0,1.72,"[2915, 2, 27, 6, 2931, 25, 149, 63, 4820]"
875,5.0000000000011236e-06,0.0807,0.0798,97.11,97.49,31.81,1.76,"[2917, 2, 25, 6, 2931, 25, 141, 70, 4821]"
876,6.54508497187648e-06,0.0817,0.0744,97.11,97.47,30.77,1.76,"[2911, 5, 28, 6, 2931, 25, 128, 79, 4825]"
877,7.938926261464411e-06,0.0759,0.0727,97.22,97.48,31.58,1.69,"[2910, 5, 29, 6, 2931, 25, 128, 77, 4827]"
878,9.045084971877034e-06,0.0826,0.0777,97.09,97.41,31.26,1.71,"[2912, 4, 28, 6, 2931, 25, 128, 87, 4817]"
879,9.755282581478249e-06,0.0814,0.0771,97.07,97.36,31.28,1.75,"[2912, 4, 28, 6, 2931, 25, 147, 71, 4814]"
880,1.0000000000002586e-05,0.0811,0.0766,97.08,97.47,31.74,2.18,"[2912, 4, 28, 6, 2931, 25, 146, 62, 4824]"
881,9.755282581478281e-06,0.0815,0.0771,97.11,97.23,31.61,1.71,"[2914, 2, 28, 6, 2927, 29, 173, 60, 4799]"
882,9.045084971877097e-06,0.0793,0.0744,97.15,97.42,31.73,1.71,"[2906, 4, 34, 6, 2929, 27, 143, 63, 4826]"
883,7.938926261464497e-06,0.0797,0.0749,97.19,97.49,31.31,1.65,"[2912, 2, 30, 6, 2927, 29, 131, 71, 4830]"
884,6.545084971876312e-06,0.0825,0.0742,97.09,97.57,30.78,1.76,"[2910, 5, 29, 6, 2931, 25, 117, 78, 4837]"
885,5.000000000001233e-06,0.0798,0.0722,97.15,97.47,31.28,1.75,"[2910, 2, 32, 6, 2929, 27, 126, 78, 4828]"
886,3.454915028126158e-06,0.0827,0.0781,97.01,97.46,31.43,1.63,"[2913, 2, 29, 6, 2931, 25, 140, 70, 4822]"
887,2.061073738538219e-06,0.0792,0.0793,97.15,97.49,31.37,1.83,"[2916, 2, 26, 6, 2933, 23, 131, 81, 4820]"
888,9.549150281255837e-07,0.0838,0.0716,96.91,97.49,31.16,1.67,"[2910, 2, 32, 6, 2931, 25, 134, 70, 4828]"
889,2.447174185243534e-07,0.083,0.0733,97.04,97.48,30.95,1.78,"[2913, 2, 29, 6, 2929, 27, 127, 79, 4826]"
890,0.0,0.0814,0.0756,97.1,97.46,31.38,1.67,"[2912, 2, 30, 6, 2929, 27, 137, 70, 4825]"
891,2.447174185242324e-07,0.0779,0.0745,97.18,97.46,31.84,1.76,"[2913, 2, 29, 8, 2927, 27, 136, 70, 4826]"
892,9.549150281252449e-07,0.0803,0.0726,97.05,97.48,31.35,1.69,"[2912, 2, 30, 6, 2927, 29, 134, 69, 4829]"
893,2.0610737385375867e-06,0.0801,0.0775,97.11,97.14,30.34,1.69,"[2910, 2, 32, 8, 2925, 29, 170, 67, 4795]"
894,3.454915028125185e-06,0.0805,0.0758,97.02,97.48,30.98,1.81,"[2914, 2, 28, 6, 2927, 29, 136, 69, 4827]"
895,5.000000000000191e-06,0.0818,0.0757,97.12,97.52,31.25,1.71,"[2908, 5, 31, 6, 2931, 25, 121, 78, 4833]"
896,6.545084971874925e-06,0.0831,0.0755,96.96,97.45,30.91,1.76,"[2912, 2, 30, 6, 2927, 29, 145, 62, 4825]"
897,7.938926261462563e-06,0.08,0.0789,97.23,97.09,31.24,1.83,"[2916, 2, 26, 8, 2925, 29, 188, 60, 4784]"
898,9.045084971875131e-06,0.0822,0.0796,97.02,97.22,31.49,1.69,"[2913, 2, 29, 6, 2931, 25, 176, 61, 4795]"
899,9.75528258147614e-06,0.0804,0.0772,97.15,97.45,30.75,1.7,"[2910, 5, 29, 6, 2927, 29, 135, 70, 4827]"
900,1.0000000000000367e-05,0.0801,0.0777,97.19,97.46,31.87,1.77,"[2912, 3, 29, 6, 2931, 25, 147, 62, 4823]"
901,9.75528258147615e-06,0.0836,0.0821,97.02,97.43,30.89,1.74,"[2916, 2, 26, 8, 2925, 29, 152, 59, 4821]"
902,9.045084971874987e-06,0.0806,0.0772,97.08,97.43,31.96,1.7,"[2912, 3, 29, 6, 2927, 29, 147, 62, 4823]"
903,7.938926261462593e-06,0.0799,0.079,97.08,97.44,30.11,1.75,"[2913, 3, 28, 8, 2925, 29, 177, 30, 4825]"
904,6.545084971874961e-06,0.0809,0.0779,97.02,97.4,31.56,1.74,"[2913, 2, 29, 8, 2919, 35, 178, 27, 4827]"
905,5.000000000000229e-06,0.0785,0.0789,97.09,97.19,31.13,1.75,"[2915, 4, 25, 6, 2931, 25, 170, 72, 4790]"
906,3.454915028125492e-06,0.0757,0.0771,97.21,97.49,31.75,1.77,"[2912, 5, 27, 6, 2929, 27, 134, 70, 4828]"
907,2.061073738537848e-06,0.0784,0.0731,97.19,97.51,31.02,1.76,"[2913, 3, 28, 6, 2929, 27, 134, 69, 4829]"
908,9.549150281254348e-07,0.0802,0.0747,97.23,97.42,31.63,1.75,"[2909, 2, 33, 8, 2923, 31, 143, 60, 4829]"
909,2.4471741852424467e-07,0.0793,0.082,97.11,97.2,32.16,1.76,"[2917, 2, 25, 6, 2933, 23, 172, 72, 4788]"
910,0.0,0.0782,0.0761,97.17,97.45,31.49,1.78,"[2911, 2, 31, 8, 2927, 27, 145, 60, 4827]"
911,2.447174185242324e-07,0.0783,0.0769,97.23,97.2,31.76,1.72,"[2915, 2, 27, 6, 2929, 27, 169, 70, 4793]"
912,9.549150281253114e-07,0.0792,0.0789,97.09,97.48,31.6,1.63,"[2913, 2, 29, 6, 2931, 25, 146, 62, 4824]"
913,2.061073738538009e-06,0.0791,0.0792,97.12,97.17,31.15,1.74,"[2911, 3, 30, 6, 2931, 25, 169, 71, 4792]"
914,3.454915028125822e-06,0.0778,0.0808,97.22,96.9,30.55,1.78,"[2915, 2, 27, 6, 2929, 27, 210, 62, 4760]"
915,5.000000000000762e-06,0.0759,0.0756,97.23,97.46,30.57,1.76,"[2910, 2, 32, 6, 2929, 27, 135, 70, 4827]"
916,6.54508497187571e-06,0.0813,0.0749,97.04,97.44,31.24,1.76,"[2910, 2, 32, 6, 2927, 29, 137, 69, 4826]"
917,7.93892626146378e-06,0.0823,0.0805,96.99,97.16,30.01,1.79,"[2917, 3, 24, 6, 2931, 25, 167, 79, 4786]"
918,9.045084971876294e-06,0.0801,0.0793,97.02,97.25,31.6,1.75,"[2915, 3, 26, 6, 2940, 16, 173, 70, 4789]"
919,9.755282581477429e-06,0.0803,0.0788,97.06,97.46,31.61,1.75,"[2914, 3, 27, 6, 2942, 14, 148, 72, 4812]"
920,1.0000000000001724e-05,0.0794,0.0805,97.08,97.46,30.74,1.75,"[2921, 1, 22, 6, 2927, 29, 143, 70, 4819]"
921,9.75528258147742e-06,0.081,0.0765,97.15,97.45,31.29,1.76,"[2909, 7, 28, 6, 2931, 25, 127, 80, 4825]"
922,9.045084971876277e-06,0.0793,0.0824,97.15,97.03,31.3,1.7,"[2914, 2, 28, 8, 2929, 25, 192, 62, 4778]"
923,7.938926261463757e-06,0.0803,0.0783,97.14,97.11,31.27,1.78,"[2911, 3, 30, 6, 2929, 27, 173, 71, 4788]"
924,6.545084971875953e-06,0.0797,0.0819,97.12,97.17,31.08,1.77,"[2915, 3, 26, 6, 2931, 25, 173, 71, 4788]"
925,5.000000000001016e-06,0.0787,0.0797,97.2,97.13,31.39,1.7,"[2915, 2, 27, 6, 2927, 29, 175, 69, 4788]"
926,3.454915028126065e-06,0.0771,0.0753,97.22,97.48,30.94,1.7,"[2913, 3, 28, 6, 2927, 29, 126, 78, 4828]"
927,2.061073738538215e-06,0.0788,0.077,97.21,97.47,31.25,1.74,"[2911, 3, 30, 6, 2925, 31, 125, 76, 4831]"
928,9.549150281254607e-07,0.0806,0.0792,97.16,97.17,30.55,1.74,"[2921, 2, 21, 6, 2927, 29, 174, 70, 4788]"
929,2.4471741852431116e-07,0.0819,0.0793,96.96,97.18,30.88,1.7,"[2917, 3, 24, 6, 2927, 29, 170, 71, 4791]"
930,0.0,0.0795,0.0861,97.16,97.06,31.24,1.71,"[2918, 3, 23, 6, 2931, 25, 194, 63, 4775]"
931,2.447174185242324e-07,0.0802,0.0819,97.15,97.14,31.85,1.76,"[2918, 2, 24, 6, 2931, 25, 186, 62, 4784]"
932,9.549150281252025e-07,0.0794,0.0778,97.25,97.21,31.17,1.81,"[2912, 3, 29, 6, 2931, 25, 175, 62, 4795]"
933,2.0610737385374643e-06,0.0785,0.0771,97.18,97.21,31.98,1.72,"[2914, 2, 28, 6, 2927, 29, 166, 69, 4797]"
934,3.4549150281249526e-06,0.0807,0.0777,97.06,97.47,31.39,1.76,"[2913, 1, 30, 6, 2927, 29, 145, 60, 4827]"
935,4.999999999999828e-06,0.0778,0.0789,97.14,97.26,31.69,1.73,"[2913, 3, 28, 6, 2931, 25, 153, 79, 4800]"
936,6.545084971874426e-06,0.0798,0.0794,97.1,97.17,31.19,1.72,"[2914, 3, 27, 6, 2929, 27, 171, 70, 4791]"
937,7.938926261461933e-06,0.0786,0.0827,97.23,97.16,30.23,1.7,"[2918, 2, 24, 6, 2929, 27, 184, 61, 4787]"
938,9.045084971874223e-06,0.0811,0.0767,97.11,97.18,30.48,1.73,"[2910, 3, 31, 6, 2925, 31, 164, 68, 4800]"
939,9.755282581475318e-06,0.079,0.0792,97.16,97.5,30.82,1.71,"[2917, 2, 25, 6, 2931, 25, 140, 70, 4822]"
940,9.999999999999504e-06,0.0811,0.0809,97.12,97.46,31.61,1.73,"[2914, 3, 27, 6, 2929, 27, 140, 69, 4823]"
941,9.75528258147529e-06,0.0776,0.079,97.31,97.15,31.91,1.72,"[2915, 2, 27, 6, 2925, 31, 178, 62, 4792]"
942,9.045084971874333e-06,0.0788,0.0783,97.16,97.16,30.95,1.75,"[2916, 3, 25, 6, 2927, 29, 179, 63, 4790]"
943,7.938926261462085e-06,0.0785,0.0767,97.23,97.41,31.57,1.7,"[2914, 3, 27, 6, 2927, 29, 142, 70, 4820]"
944,6.545084971874604e-06,0.0763,0.0798,97.28,97.47,31.14,1.69,"[2920, 2, 22, 6, 2933, 23, 153, 63, 4816]"
945,5.000000000000016e-06,0.0773,0.0778,97.27,97.48,31.11,1.71,"[2915, 2, 27, 6, 2927, 29, 146, 59, 4827]"
946,3.454915028125131e-06,0.0782,0.0802,97.23,97.14,31.46,1.78,"[2919, 3, 22, 6, 2927, 29, 176, 69, 4787]"
947,2.0610737385376155e-06,0.078,0.0776,97.23,97.46,32.01,1.75,"[2915, 3, 26, 6, 2929, 27, 131, 79, 4822]"
948,9.549150281253129e-07,0.0782,0.0765,97.18,97.48,31.25,1.72,"[2917, 3, 24, 6, 2927, 29, 147, 61, 4824]"
949,2.4471741852429025e-07,0.0773,0.0821,97.14,97.15,31.43,1.71,"[2919, 2, 23, 6, 2929, 27, 184, 62, 4786]"
950,0.0,0.0785,0.078,97.23,97.1,31.22,1.76,"[2914, 3, 27, 6, 2927, 29, 175, 71, 4786]"
951,2.447174185242324e-07,0.0769,0.0791,97.17,97.41,31.57,1.71,"[2914, 3, 27, 6, 2933, 23, 146, 71, 4815]"
952,9.549150281252692e-07,0.0791,0.0837,97.1,97.06,31.56,1.73,"[2915, 3, 26, 6, 2933, 23, 185, 71, 4776]"
953,2.0610737385378874e-06,0.0776,0.0793,97.2,97.44,30.86,1.7,"[2914, 5, 25, 6, 2933, 23, 135, 79, 4818]"
954,3.45491502812559e-06,0.0799,0.0825,97.14,97.07,30.99,1.74,"[2917, 4, 23, 6, 2933, 23, 188, 69, 4775]"
955,5.0000000000004e-06,0.079,0.0806,97.22,96.78,31.09,1.86,"[2916, 2, 26, 6, 2923, 33, 217, 61, 4754]"
956,6.545084971875212e-06,0.0784,0.0798,97.24,97.41,32.45,1.75,"[2913, 3, 28, 6, 2933, 23, 144, 71, 4817]"
957,7.938926261463154e-06,0.0787,0.0792,97.09,97.46,32.1,1.73,"[2917, 2, 25, 6, 2925, 31, 140, 68, 4824]"
958,9.045084971875557e-06,0.0779,0.0791,97.21,97.11,31.68,1.8,"[2916, 3, 25, 6, 2929, 27, 168, 79, 4785]"
959,9.755282581476611e-06,0.078,0.0835,97.3,97.05,31.05,1.9,"[2913, 3, 28, 6, 2929, 27, 165, 86, 4781]"
960,1.0000000000000863e-05,0.079,0.0839,97.21,97.11,31.06,1.73,"[2914, 3, 27, 6, 2929, 27, 175, 71, 4786]"
961,9.755282581476648e-06,0.0769,0.0899,97.19,97.01,31.88,1.75,"[2918, 2, 24, 6, 2933, 23, 186, 79, 4767]"
962,9.045084971875626e-06,0.0766,0.0795,97.2,97.13,32.03,1.79,"[2912, 2, 30, 6, 2925, 31, 171, 67, 4794]"
963,7.938926261463249e-06,0.0765,0.0834,97.21,97.13,30.23,1.79,"[2917, 2, 25, 6, 2933, 23, 177, 73, 4782]"
964,6.545084971875324e-06,0.078,0.084,97.21,97.11,31.04,1.77,"[2916, 2, 26, 6, 2931, 25, 170, 79, 4783]"
965,5.000000000000516e-06,0.0802,0.0851,97.16,97.12,30.89,1.79,"[2921, 2, 21, 6, 2931, 25, 181, 72, 4779]"
966,3.4549150281257014e-06,0.0774,0.0833,97.18,97.17,31.45,1.73,"[2922, 2, 20, 6, 2933, 23, 180, 71, 4781]"
